  46  1524 25 0 WISCONS  200  CARPENTER, MATTHEW HALE  
  46  1434 25 0 WISCONS  200  CAMERON, ANGUS           
  47  6682 41 0 ALABAMA  100  MORGAN, JOHN TYLER       
  47  7644 41 0 ALABAMA  100  PUGH, JAMES LAWRENCE     
  47  9745 42 0 ARKANSA  100  WALKER, JAMES DAVID      
  47  3475 42 0 ARKANSA  100  GARLAND, AUGUSTUS HILL   
  47  6493 71 0 CALIFOR  200  MILLER, JOHN FRANKLIN -CA
  47  3061 71 0 CALIFOR  100  FARLEY, JAMES THOMPSON   
  47  4420 62 0 COLORAD  200  HILL, NATHANIEL PETER    
  47  9246 62 0 COLORAD  200  TELLER, HENRY MOORE      
  47  1690 62 0 COLORAD  200  CHILCOTT, GEORGE MILES   
  47  9147 62 0 COLORAD  200  TABOR, HORACE AUSTIN WARN
  47  7482  1 0 CONNECT  200  PLATT, ORVILLE HITCHCOCK 
  47  4220  1 0 CONNECT  200  HAWLEY, JOSEPH ROSWELL   
  47   528 11 0 DELAWAR  100  BAYARD, THOMAS FRANCIS SR
  47  8222 11 0 DELAWAR  100  SAULSBURY, ELI           
  47  1425 43 0 FLORIDA  100  CALL, WILKINSON          
  47  5026 43 0 FLORIDA  100  JONES, CHARLES WILLIAM   
  47  1126 44 0 GEORGIA  100  BROWN, JOSEPH EMERSON    
  47  4405 44 0 GEORGIA  100  HILL, BENJAMIN HARVEY    
  47   470 44 0 GEORGIA  100  BARROW, MIDDLETON POPE   
  47  2378 21 0 ILLINOI  328  DAVIS, DAVID             
  47  5746 21 0 ILLINOI  200  LOGAN, JOHN ALEXANDER    
  47  4124 22 0 INDIANA  200  HARRISON, BENJAMIN -INDIA
  47  9685 22 0 INDIANA  100  VOORHEES, DANIEL WOLSEY  
  47   141 31 0 IOWA     200  ALLISON, WILLIAM BOYD    
  47  5299 31 0 IOWA     200  KIRKWOOD, SAMUEL JORDAN  
  47  6215 31 0 IOWA     200  MCDILL, JAMES WILSON     
  47  7489 32 0 KANSAS   200  PLUMB, PRESTON B.        
  47  4801 32 0 KANSAS   200  INGALLS, JOHN JAMES      
  47 10166 51 0 KENTUCK  100  WILLIAMS, JOHN STUART    
  47   560 51 0 KENTUCK  100  BECK, JAMES BURNIE       
  47  5017 45 0 LOUISIA  100  JONAS, BENJAMIN FRANKLIN 
  47  5147 45 0 LOUISIA  200  KELLOGG, WILLIAM PITT    
  47  3917  2 0 MAINE    200  HALE, EUGENE             
  47   760  2 0 MAINE    200  BLAINE, JAMES GILLESPIE  
  47  3385  2 0 MAINE    200  FRYE, WILLIAM PIERCE     
  47  3850 52 0 MARYLAN  100  GROOME, JAMES BLACK      
  47  3709 52 0 MARYLAN  100  GORMAN, ARTHUR PUE       
  47  2423  3 0 MASSACH  200  DAWES, HENRY LAURENS     
  47  4462  3 0 MASSACH  200  HOAR, GEORGE FRISBIE     
  47  1981 23 0 MICHIGA  200  CONGER, OMAR DWIGHT      
  47  3123 23 0 MICHIGA  200  FERRY, THOMAS WHITE      
  47  6355 33 0 MINNESO  200  MCMILLAN, SAMUEL JAMES RE
  47  2846 33 0 MINNESO  200  EDGERTON, ALONZO JAY     
  47 10268 33 0 MINNESO  200  WINDOM, WILLIAM          
  47  5416 46 0 MISSISS  100  LAMAR, LUCIUS QUINTUS C  
  47  3532 46 0 MISSISS  100  GEORGE, JAMES ZACHARIAH  
  47  9665 34 0 MISSOUR  100  VEST, GEORGE GRAHAM      
  47  1892 34 0 MISSOUR  100  COCKRELL, FRANCIS MARION 
  47  8226 35 0 NEBRASK  200  SAUNDERS, ALVIN          
  47  9643 35 0 NEBRASK  200  VAN WYCK, CHARLES HENRY  
  47  3045 65 0 NEVADA   100  FAIR, JAMES GRAHAM       
  47  5046 65 0 NEVADA   200  JONES, JOHN PERCIVAL     
  47  8041  4 0 NEW HAM  200  ROLLINS, EDWARD HENRY    
  47   765  4 0 NEW HAM  200  BLAIR, HENRY WILLIAM     
  47  8379 12 0 NEW JER  200  SEWELL, WILLIAM JOYCE    
  47  6375 12 0 NEW JER  100  MCPHERSON, JOHN RHODERIC 
  47  7483 13 0 NEW YOR  200  PLATT, THOMAS COLLIER    
  47  1984 13 0 NEW YOR  200  CONKLING, ROSCOE         
  47  5473 13 0 NEW YOR  200  LAPHAM, ELBRIDGE GERRY   
  47  6514 13 0 NEW YOR  200  MILLER, WARNER           
  47  9601 47 0 NORTH C  100  VANCE, ZEBULON BAIRD     
  47  7737 47 0 NORTH C  100  RANSOM, MATT WHITAKER    
  47  7319 24 0 OHIO     100  PENDLETON, GEORGE HUNT   
  47  8454 24 0 OHIO     200  SHERMAN, JOHN            
  47  8567 72 0 OREGON   100  SLATER, JAMES HARVEY     
  47  3861 72 0 OREGON   100  GROVER, LA FAYETTE       
  47  6566 14 0 PENNSYL  200  MITCHELL, JOHN INSCHO    
  47  1435 14 0 PENNSYL  200  CAMERON, JAMES DONALD    
  47   212  5 0 RHODE I  200  ANTHONY, HENRY BOWEN     
  47  1299  5 0 RHODE I  200  BURNSIDE, AMBROSE EVERETT
  47    71  5 0 RHODE I  200  ALDRICH, NELSON WILMARTH 
  47  4020 48 0 SOUTH C  100  HAMPTON, WADE -SOUTH CARO
  47  1344 48 0 SOUTH C  100  BUTLER, MATTHEW CALBRAITH
  47  4852 54 0 TENNESS  100  JACKSON, HOWELL EDMUNDS  
  47  4104 54 0 TENNESS  100  HARRIS, ISHAM GREEN      
  47  1915 49 0 TEXAS    100  COKE, RICHARD            
  47  6093 49 0 TEXAS    100  MAXEY, SAMUEL BELL       
  47  6696  6 0 VERMONT  200  MORRILL, JUSTIN SMITH    
  47  2855  6 0 VERMONT  200  EDMUNDS, GEORGE FRANKLIN 
  47  5005 40 0 VIRGINI  100  JOHNSTON, JOHN WARFIELD  
  47  5926 40 0 VIRGINI  114  MAHONE, WILLIAM          
  47  1432 56 0 WEST VI  100  CAMDEN, JOHNSON NEWLON   
  47  2384 56 0 WEST VI  100  DAVIS, HENRY GASSAWAY    
  47  8239 25 0 WISCONS  200  SAWYER, PHILETUS         
  47  1434 25 0 WISCONS  200  CAMERON, ANGUS           
  48  6682 41 0 ALABAMA  100  MORGAN, JOHN TYLER       
  48  7644 41 0 ALABAMA  100  PUGH, JAMES LAWRENCE     
  48  3475 42 0 ARKANSA  100  GARLAND, AUGUSTUS HILL   
  48  9745 42 0 ARKANSA  100  WALKER, JAMES DAVID      
  48  3061 71 0 CALIFOR  100  FARLEY, JAMES THOMPSON   
  48  6493 71 0 CALIFOR  200  MILLER, JOHN FRANKLIN -CA
  48   900 62 0 COLORAD  200  BOWEN, THOMAS MEAD       
  48  4420 62 0 COLORAD  200  HILL, NATHANIEL PETER    
  48  7482  1 0 CONNECT  200  PLATT, ORVILLE HITCHCOCK 
  48  4220  1 0 CONNECT  200  HAWLEY, JOSEPH ROSWELL   
  48   528 11 0 DELAWAR  100  BAYARD, THOMAS FRANCIS SR
  48  8222 11 0 DELAWAR  100  SAULSBURY, ELI           
  48  5026 43 0 FLORIDA  100  JONES, CHARLES WILLIAM   
  48  1425 43 0 FLORIDA  100  CALL, WILKINSON          
  48  1953 44 0 GEORGIA  100  COLQUITT, ALFRED HOLT    
  48  1126 44 0 GEORGIA  100  BROWN, JOSEPH EMERSON    
  48  2239 21 0 ILLINOI  200  CULLOM, SHELBY MOORE     
  48  5746 21 0 ILLINOI  200  LOGAN, JOHN ALEXANDER    
  48  9685 22 0 INDIANA  100  VOORHEES, DANIEL WOLSEY  
  48  4124 22 0 INDIANA  200  HARRISON, BENJAMIN -INDIA
  48 10234 31 0 IOWA     200  WILSON, JAMES FALCONER   
  48   141 31 0 IOWA     200  ALLISON, WILLIAM BOYD    
  48  7489 32 0 KANSAS   200  PLUMB, PRESTON B.        
  48  4801 32 0 KANSAS   200  INGALLS, JOHN JAMES      
  48 10166 51 0 KENTUCK  100  WILLIAMS, JOHN STUART    
  48   560 51 0 KENTUCK  100  BECK, JAMES BURNIE       
  48  5017 45 0 LOUISIA  100  JONAS, BENJAMIN FRANKLIN 
  48  3565 45 0 LOUISIA  100  GIBSON, RANDALL LEE      
  48  3385  2 0 MAINE    200  FRYE, WILLIAM PIERCE     
  48  3917  2 0 MAINE    200  HALE, EUGENE             
  48  3850 52 0 MARYLAN  100  GROOME, JAMES BLACK      
  48  3709 52 0 MARYLAN  100  GORMAN, ARTHUR PUE       
  48  2423  3 0 MASSACH  200  DAWES, HENRY LAURENS     
  48  4462  3 0 MASSACH  200  HOAR, GEORGE FRISBIE     
  48  7181 23 0 MICHIGA  200  PALMER, THOMAS WITHERELL 
  48  1981 23 0 MICHIGA  200  CONGER, OMAR DWIGHT      
  48  6355 33 0 MINNESO  200  MCMILLAN, SAMUEL JAMES RE
  48  8165 33 0 MINNESO  200  SABIN, DWIGHT MAY        
  48  5416 46 0 MISSISS  100  LAMAR, LUCIUS QUINTUS C  
  48  3532 46 0 MISSISS  100  GEORGE, JAMES ZACHARIAH  
  48  1892 34 0 MISSOUR  100  COCKRELL, FRANCIS MARION 
  48  9665 34 0 MISSOUR  100  VEST, GEORGE GRAHAM      
  48  5951 35 0 NEBRASK  200  MANDERSON, CHARLES FREDER
  48  9643 35 0 NEBRASK  200  VAN WYCK, CHARLES HENRY  
  48  3045 65 0 NEVADA   100  FAIR, JAMES GRAHAM       
  48  5046 65 0 NEVADA   200  JONES, JOHN PERCIVAL     
  48   765  4 0 NEW HAM  200  BLAIR, HENRY WILLIAM     
  48  7447  4 0 NEW HAM  200  PIKE, AUSTIN FRANKLIN    
  48  6375 12 0 NEW JER  100  MCPHERSON, JOHN RHODERIC 
  48  8379 12 0 NEW JER  200  SEWELL, WILLIAM JOYCE    
  48  5473 13 0 NEW YOR  200  LAPHAM, ELBRIDGE GERRY   
  48  6514 13 0 NEW YOR  200  MILLER, WARNER           
  48  7737 47 0 NORTH C  100  RANSOM, MATT WHITAKER    
  48  9601 47 0 NORTH C  100  VANCE, ZEBULON BAIRD     
  48  8454 24 0 OHIO     200  SHERMAN, JOHN            
  48  7319 24 0 OHIO     100  PENDLETON, GEORGE HUNT   
  48  8567 72 0 OREGON   100  SLATER, JAMES HARVEY     
  48  2649 72 0 OREGON   200  DOLPH, JOSEPH NORTON     
  48  6566 14 0 PENNSYL  200  MITCHELL, JOHN INSCHO    
  48  1435 14 0 PENNSYL  200  CAMERON, JAMES DONALD    
  48    71  5 0 RHODE I  200  ALDRICH, NELSON WILMARTH 
  48   212  5 0 RHODE I  200  ANTHONY, HENRY BOWEN     
  48  8429  5 0 RHODE I  200  SHEFFIELD, WILLIAM PAINE 
  48  1613  5 0 RHODE I  200  CHACE, JONATHAN          
  48  4020 48 0 SOUTH C  100  HAMPTON, WADE -SOUTH CARO
  48  1344 48 0 SOUTH C  100  BUTLER, MATTHEW CALBRAITH
  48  4104 54 0 TENNESS  100  HARRIS, ISHAM GREEN      
  48  4852 54 0 TENNESS  100  JACKSON, HOWELL EDMUNDS  
  48  1915 49 0 TEXAS    100  COKE, RICHARD            
  48  6093 49 0 TEXAS    100  MAXEY, SAMUEL BELL       
  48  2855  6 0 VERMONT  200  EDMUNDS, GEORGE FRANKLIN 
  48  6696  6 0 VERMONT  200  MORRILL, JUSTIN SMITH    
  48  7894 40 0 VIRGINI  114  RIDDLEBERGER, HARRISON HO
  48  5926 40 0 VIRGINI  114  MAHONE, WILLIAM          
  48  5173 56 0 WEST VI  100  KENNA, JOHN EDWARD       
  48  1432 56 0 WEST VI  100  CAMDEN, JOHNSON NEWLON   
  48  8239 25 0 WISCONS  200  SAWYER, PHILETUS         
  48  1434 25 0 WISCONS  200  CAMERON, ANGUS           
  49  6682 41 0 ALABAMA  100  MORGAN, JOHN TYLER       
  49  7644 41 0 ALABAMA  100  PUGH, JAMES LAWRENCE     
  49  5042 42 0 ARKANSA  100  JONES, JAMES KIMBROUGH   
  49  3475 42 0 ARKANSA  100  GARLAND, AUGUSTUS HILL   
  49   674 42 0 ARKANSA  100  BERRY, JAMES HENDERSON   
  49  8836 71 0 CALIFOR  200  STANFORD, LELAND         
  49  6493 71 0 CALIFOR  200  MILLER, JOHN FRANKLIN -CA
  49  4266 71 0 CALIFOR  100  HEARST, GEORGE           
  49 10131 71 0 CALIFOR  200  WILLIAMS, ABRAM PEASE    
  49   900 62 0 COLORAD  200  BOWEN, THOMAS MEAD       
  49  9246 62 0 COLORAD  200  TELLER, HENRY MOORE      
  49  7482  1 0 CONNECT  200  PLATT, ORVILLE HITCHCOCK 
  49  4220  1 0 CONNECT  200  HAWLEY, JOSEPH ROSWELL   
  49  8222 11 0 DELAWAR  100  SAULSBURY, ELI           
  49   528 11 0 DELAWAR  100  BAYARD, THOMAS FRANCIS SR
  49  3765 11 0 DELAWAR  100  GRAY, GEORGE             
  49  1425 43 0 FLORIDA  100  CALL, WILKINSON          
  49  5026 43 0 FLORIDA  100  JONES, CHARLES WILLIAM   
  49  1953 44 0 GEORGIA  100  COLQUITT, ALFRED HOLT    
  49  1126 44 0 GEORGIA  100  BROWN, JOSEPH EMERSON    
  49  2239 21 0 ILLINOI  200  CULLOM, SHELBY MOORE     
  49  5746 21 0 ILLINOI  200  LOGAN, JOHN ALEXANDER    
  49  3075 21 0 ILLINOI  200  FARWELL, CHARLES BENJAMIN
  49  9685 22 0 INDIANA  100  VOORHEES, DANIEL WOLSEY  
  49  4124 22 0 INDIANA  200  HARRISON, BENJAMIN -INDIA
  49 10234 31 0 IOWA     200  WILSON, JAMES FALCONER   
  49   141 31 0 IOWA     200  ALLISON, WILLIAM BOYD    
  49  4801 32 0 KANSAS   200  INGALLS, JOHN JAMES      
  49  7489 32 0 KANSAS   200  PLUMB, PRESTON B.        
  49   751 51 0 KENTUCK  100  BLACKBURN, JOSEPH CLAY ST
  49   560 51 0 KENTUCK  100  BECK, JAMES BURNIE       
  49  3565 45 0 LOUISIA  100  GIBSON, RANDALL LEE      
  49  3000 45 0 LOUISIA  100  EUSTIS, JAMES BIDDLE     
  49  3917  2 0 MAINE    200  HALE, EUGENE             
  49  3385  2 0 MAINE    200  FRYE, WILLIAM PIERCE     
  49 10217 52 0 MARYLAN  100  WILSON, EPHRAIM KING -MAR
  49  3709 52 0 MARYLAN  100  GORMAN, ARTHUR PUE       
  49  4462  3 0 MASSACH  200  HOAR, GEORGE FRISBIE     
  49  2423  3 0 MASSACH  200  DAWES, HENRY LAURENS     
  49  7181 23 0 MICHIGA  200  PALMER, THOMAS WITHERELL 
  49  1981 23 0 MICHIGA  200  CONGER, OMAR DWIGHT      
  49  6355 33 0 MINNESO  200  MCMILLAN, SAMUEL JAMES RE
  49  8165 33 0 MINNESO  200  SABIN, DWIGHT MAY        
  49  3532 46 0 MISSISS  100  GEORGE, JAMES ZACHARIAH  
  49  5416 46 0 MISSISS  100  LAMAR, LUCIUS QUINTUS C  
  49  9793 46 0 MISSISS  100  WALTHALL, EDWARD CARY    
  49  9665 34 0 MISSOUR  100  VEST, GEORGE GRAHAM      
  49  1892 34 0 MISSOUR  100  COCKRELL, FRANCIS MARION 
  49  9643 35 0 NEBRASK  200  VAN WYCK, CHARLES HENRY  
  49  5951 35 0 NEBRASK  200  MANDERSON, CHARLES FREDER
  49  5046 65 0 NEVADA   200  JONES, JOHN PERCIVAL     
  49  3045 65 0 NEVADA   100  FAIR, JAMES GRAHAM       
  49   765  4 0 NEW HAM  200  BLAIR, HENRY WILLIAM     
  49  7447  4 0 NEW HAM  200  PIKE, AUSTIN FRANKLIN    
  49  1683  4 0 NEW HAM  200  CHENEY, PERSON COLBY     
  49  8379 12 0 NEW JER  200  SEWELL, WILLIAM JOYCE    
  49  6375 12 0 NEW JER  100  MCPHERSON, JOHN RHODERIC 
  49  6514 13 0 NEW YOR  200  MILLER, WARNER           
  49  3024 13 0 NEW YOR  200  EVARTS, WILLIAM MAXWELL  
  49  7737 47 0 NORTH C  100  RANSOM, MATT WHITAKER    
  49  9601 47 0 NORTH C  100  VANCE, ZEBULON BAIRD     
  49  7272 24 0 OHIO     100  PAYNE, HENRY B.          
  49  8454 24 0 OHIO     200  SHERMAN, JOHN            
  49  2649 72 0 OREGON   200  DOLPH, JOSEPH NORTON     
  49  6565 72 0 OREGON   200  MITCHELL, JOHN HIPPLE    
  49  1435 14 0 PENNSYL  200  CAMERON, JAMES DONALD    
  49  6566 14 0 PENNSYL  200  MITCHELL, JOHN INSCHO    
  49  1613  5 0 RHODE I  200  CHACE, JONATHAN          
  49    71  5 0 RHODE I  200  ALDRICH, NELSON WILMARTH 
  49  4020 48 0 SOUTH C  100  HAMPTON, WADE -SOUTH CARO
  49  1344 48 0 SOUTH C  100  BUTLER, MATTHEW CALBRAITH
  49  4104 54 0 TENNESS  100  HARRIS, ISHAM GREEN      
  49  4852 54 0 TENNESS  100  JACKSON, HOWELL EDMUNDS  
  49 10076 54 0 TENNESS  100  WHITTHORNE, WASHINGTON CU
  49  6093 49 0 TEXAS    100  MAXEY, SAMUEL BELL       
  49  1915 49 0 TEXAS    100  COKE, RICHARD            
  49  6696  6 0 VERMONT  200  MORRILL, JUSTIN SMITH    
  49  2855  6 0 VERMONT  200  EDMUNDS, GEORGE FRANKLIN 
  49  7894 40 0 VIRGINI  200  RIDDLEBERGER, HARRISON HO
  49  5926 40 0 VIRGINI  200  MAHONE, WILLIAM          
  49  1432 56 0 WEST VI  100  CAMDEN, JOHNSON NEWLON   
  49  5173 56 0 WEST VI  100  KENNA, JOHN EDWARD       
  49  8800 25 0 WISCONS  200  SPOONER, JOHN COIT       
  49  8239 25 0 WISCONS  200  SAWYER, PHILETUS         
  50  7644 41 0 ALABAMA  100  PUGH, JAMES LAWRENCE     
  50  6682 41 0 ALABAMA  100  MORGAN, JOHN TYLER       
  50   674 42 0 ARKANSA  100  BERRY, JAMES HENDERSON   
  50  5042 42 0 ARKANSA  100  JONES, JAMES KIMBROUGH   
  50  8836 71 0 CALIFOR  200  STANFORD, LELAND         
  50  4266 71 0 CALIFOR  100  HEARST, GEORGE           
  50  9246 62 0 COLORAD  200  TELLER, HENRY MOORE      
  50   900 62 0 COLORAD  200  BOWEN, THOMAS MEAD       
  50  7482  1 0 CONNECT  200  PLATT, ORVILLE HITCHCOCK 
  50  4220  1 0 CONNECT  200  HAWLEY, JOSEPH ROSWELL   
  50  3765 11 0 DELAWAR  100  GRAY, GEORGE             
  50  8222 11 0 DELAWAR  100  SAULSBURY, ELI           
  50  1425 43 0 FLORIDA  100  CALL, WILKINSON          
  50  7227 43 0 FLORIDA  100  PASCO, SAMUEL            
  50  1953 44 0 GEORGIA  100  COLQUITT, ALFRED HOLT    
  50  1126 44 0 GEORGIA  100  BROWN, JOSEPH EMERSON    
  50  2239 21 0 ILLINOI  200  CULLOM, SHELBY MOORE     
  50  3075 21 0 ILLINOI  200  FARWELL, CHARLES BENJAMIN
  50  9526 22 0 INDIANA  100  TURPIE, DAVID            
  50  9685 22 0 INDIANA  100  VOORHEES, DANIEL WOLSEY  
  50   141 31 0 IOWA     200  ALLISON, WILLIAM BOYD    
  50 10234 31 0 IOWA     200  WILSON, JAMES FALCONER   
  50  7489 32 0 KANSAS   200  PLUMB, PRESTON B.        
  50  4801 32 0 KANSAS   200  INGALLS, JOHN JAMES      
  50   751 51 0 KENTUCK  100  BLACKBURN, JOSEPH CLAY ST
  50   560 51 0 KENTUCK  100  BECK, JAMES BURNIE       
  50  3000 45 0 LOUISIA  100  EUSTIS, JAMES BIDDLE     
  50  3565 45 0 LOUISIA  100  GIBSON, RANDALL LEE      
  50  3385  2 0 MAINE    200  FRYE, WILLIAM PIERCE     
  50  3917  2 0 MAINE    200  HALE, EUGENE             
  50 10217 52 0 MARYLAN  100  WILSON, EPHRAIM KING -MAR
  50  3709 52 0 MARYLAN  100  GORMAN, ARTHUR PUE       
  50  2423  3 0 MASSACH  200  DAWES, HENRY LAURENS     
  50  4462  3 0 MASSACH  200  HOAR, GEORGE FRISBIE     
  50  8957 23 0 MICHIGA  200  STOCKBRIDGE, FRANCIS BROW
  50  7181 23 0 MICHIGA  200  PALMER, THOMAS WITHERELL 
  50  2377 33 0 MINNESO  200  DAVIS, CUSHMAN KELLOGG   
  50  8165 33 0 MINNESO  200  SABIN, DWIGHT MAY        
  50  9793 46 0 MISSISS  100  WALTHALL, EDWARD CARY    
  50  3532 46 0 MISSISS  100  GEORGE, JAMES ZACHARIAH  
  50  1892 34 0 MISSOUR  100  COCKRELL, FRANCIS MARION 
  50  9665 34 0 MISSOUR  100  VEST, GEORGE GRAHAM      
  50  7148 35 0 NEBRASK  200  PADDOCK, ALGERNON SIDNEY 
  50  5951 35 0 NEBRASK  200  MANDERSON, CHARLES FREDER
  50  5046 65 0 NEVADA   200  JONES, JOHN PERCIVAL     
  50  8948 65 0 NEVADA   200  STEWART, WILLIAM MORRIS  
  50   765  4 0 NEW HAM  200  BLAIR, HENRY WILLIAM     
  50  1683  4 0 NEW HAM  200  CHENEY, PERSON COLBY     
  50  1641  4 0 NEW HAM  200  CHANDLER, WILLIAM EATON  
  50  6375 12 0 NEW JER  100  MCPHERSON, JOHN RHODERIC 
  50   799 12 0 NEW JER  100  BLODGETT, RUFUS          
  50  3024 13 0 NEW YOR  200  EVARTS, WILLIAM MAXWELL  
  50  4452 13 0 NEW YOR  200  HISCOCK, FRANK           
  50  9601 47 0 NORTH C  100  VANCE, ZEBULON BAIRD     
  50  7737 47 0 NORTH C  100  RANSOM, MATT WHITAKER    
  50  7272 24 0 OHIO     100  PAYNE, HENRY B.          
  50  8454 24 0 OHIO     200  SHERMAN, JOHN            
  50  2649 72 0 OREGON   200  DOLPH, JOSEPH NORTON     
  50  6565 72 0 OREGON   200  MITCHELL, JOHN HIPPLE    
  50  7668 14 0 PENNSYL  200  QUAY, MATTHEW STANLEY    
  50  1435 14 0 PENNSYL  200  CAMERON, JAMES DONALD    
  50    71  5 0 RHODE I  200  ALDRICH, NELSON WILMARTH 
  50  1613  5 0 RHODE I  200  CHACE, JONATHAN          
  50  4020 48 0 SOUTH C  100  HAMPTON, WADE -SOUTH CARO
  50  1344 48 0 SOUTH C  100  BUTLER, MATTHEW CALBRAITH
  50   508 54 0 TENNESS  100  BATE, WILLIAM BRIMAGE    
  50  4104 54 0 TENNESS  100  HARRIS, ISHAM GREEN      
  50  7769 49 0 TEXAS    100  REAGAN, JOHN HENNINGER   
  50  1915 49 0 TEXAS    100  COKE, RICHARD            
  50  2855  6 0 VERMONT  200  EDMUNDS, GEORGE FRANKLIN 
  50  6696  6 0 VERMONT  200  MORRILL, JUSTIN SMITH    
  50  2325 40 0 VIRGINI  100  DANIEL, JOHN WARWICK     
  50  7894 40 0 VIRGINI  200  RIDDLEBERGER, HARRISON HO
  50  5173 56 0 WEST VI  100  KENNA, JOHN EDWARD       
  50  3081 56 0 WEST VI  100  FAULKNER, CHARLES JAMES -
  50  8800 25 0 WISCONS  200  SPOONER, JOHN COIT       
  50  8239 25 0 WISCONS  200  SAWYER, PHILETUS         
  51  7644 41 0 ALABAMA  100  PUGH, JAMES LAWRENCE     
  51  6682 41 0 ALABAMA  100  MORGAN, JOHN TYLER       
  51   674 42 0 ARKANSA  100  BERRY, JAMES HENDERSON   
  51  5042 42 0 ARKANSA  100  JONES, JAMES KIMBROUGH   
  51  4266 71 0 CALIFOR  100  HEARST, GEORGE           
  51  8836 71 0 CALIFOR  200  STANFORD, LELAND         
  51  9246 62 0 COLORAD  200  TELLER, HENRY MOORE      
  51 10302 62 0 COLORAD  200  WOLCOTT, EDWARD OLIVER   
  51  7482  1 0 CONNECT  200  PLATT, ORVILLE HITCHCOCK 
  51  4220  1 0 CONNECT  200  HAWLEY, JOSEPH ROSWELL   
  51  4397 11 0 DELAWAR  200  HIGGINS, ANTHONY         
  51  3765 11 0 DELAWAR  100  GRAY, GEORGE             
  51  1425 43 0 FLORIDA  100  CALL, WILKINSON          
  51  7227 43 0 FLORIDA  100  PASCO, SAMUEL            
  51  1953 44 0 GEORGIA  100  COLQUITT, ALFRED HOLT    
  51  1126 44 0 GEORGIA  100  BROWN, JOSEPH EMERSON    
  51  6170 63 0 IDAHO    200  MCCONNELL, WILLIAM JOHN  
  51  8489 63 0 IDAHO    200  SHOUP, GEORGE LAIRD      
  51  2239 21 0 ILLINOI  200  CULLOM, SHELBY MOORE     
  51  3075 21 0 ILLINOI  200  FARWELL, CHARLES BENJAMIN
  51  9526 22 0 INDIANA  100  TURPIE, DAVID            
  51  9685 22 0 INDIANA  100  VOORHEES, DANIEL WOLSEY  
  51 10234 31 0 IOWA     200  WILSON, JAMES FALCONER   
  51   141 31 0 IOWA     200  ALLISON, WILLIAM BOYD    
  51  7489 32 0 KANSAS   200  PLUMB, PRESTON B.        
  51  4801 32 0 KANSAS   200  INGALLS, JOHN JAMES      
  51   751 51 0 KENTUCK  100  BLACKBURN, JOSEPH CLAY ST
  51   560 51 0 KENTUCK  100  BECK, JAMES BURNIE       
  51  1509 51 0 KENTUCK  100  CARLISLE, JOHN GRIFFIN   
  51  3565 45 0 LOUISIA  100  GIBSON, RANDALL LEE      
  51  3000 45 0 LOUISIA  100  EUSTIS, JAMES BIDDLE     
  51  3917  2 0 MAINE    200  HALE, EUGENE             
  51  3385  2 0 MAINE    200  FRYE, WILLIAM PIERCE     
  51 10217 52 0 MARYLAN  100  WILSON, EPHRAIM KING -MAR
  51  3709 52 0 MARYLAN  100  GORMAN, ARTHUR PUE       
  51  2423  3 0 MASSACH  200  DAWES, HENRY LAURENS     
  51  4462  3 0 MASSACH  200  HOAR, GEORGE FRISBIE     
  51  8957 23 0 MICHIGA  200  STOCKBRIDGE, FRANCIS BROW
  51  6352 23 0 MICHIGA  200  MCMILLAN, JAMES          
  51  9853 33 0 MINNESO  200  WASHBURN, WILLIAM DREW   
  51  2377 33 0 MINNESO  200  DAVIS, CUSHMAN KELLOGG   
  51  3532 46 0 MISSISS  100  GEORGE, JAMES ZACHARIAH  
  51  9793 46 0 MISSISS  100  WALTHALL, EDWARD CARY    
  51  9665 34 0 MISSOUR  100  VEST, GEORGE GRAHAM      
  51  1892 34 0 MISSOUR  100  COCKRELL, FRANCIS MARION 
  51  8201 64 0 MONTANA  200  SANDERS, WILBUR FISKE    
  51  7576 64 0 MONTANA  200  POWER, THOMAS CHARLES    
  51  7148 35 0 NEBRASK  200  PADDOCK, ALGERNON SIDNEY 
  51  5951 35 0 NEBRASK  200  MANDERSON, CHARLES FREDER
  51  5046 65 0 NEVADA   200  JONES, JOHN PERCIVAL     
  51  8948 65 0 NEVADA   200  STEWART, WILLIAM MORRIS  
  51   765  4 0 NEW HAM  200  BLAIR, HENRY WILLIAM     
  51  6011  4 0 NEW HAM  200  MARSTON, GILMAN          
  51  1641  4 0 NEW HAM  200  CHANDLER, WILLIAM EATON  
  51  6375 12 0 NEW JER  100  MCPHERSON, JOHN RHODERIC 
  51   799 12 0 NEW JER  100  BLODGETT, RUFUS          
  51  4452 13 0 NEW YOR  200  HISCOCK, FRANK           
  51  3024 13 0 NEW YOR  200  EVARTS, WILLIAM MAXWELL  
  51  7737 47 0 NORTH C  100  RANSOM, MATT WHITAKER    
  51  9601 47 0 NORTH C  100  VANCE, ZEBULON BAIRD     
  51  7436 36 0 NORTH D  200  PIERCE, GILBERT ASHVILLE 
  51  1576 36 0 NORTH D  200  CASEY, LYMAN RUFUS       
  51  7272 24 0 OHIO     100  PAYNE, HENRY B.          
  51  8454 24 0 OHIO     200  SHERMAN, JOHN            
  51  2649 72 0 OREGON   200  DOLPH, JOSEPH NORTON     
  51  6565 72 0 OREGON   200  MITCHELL, JOHN HIPPLE    
  51  1435 14 0 PENNSYL  200  CAMERON, JAMES DONALD    
  51  7668 14 0 PENNSYL  200  QUAY, MATTHEW STANLEY    
